old_commit	old_parent	old_tree	old_author_time	old_subject	old_patch_id	reaching_source_refs	new_commit	new_parent	new_tree	new_author_time	new_subject	new_patch_id	mapping_basis	disposition	notes
27e7aee44ba65491428ebed719e34dc730c64b45	e2a83092c6d0fd415ec223b3d0c33f7269e7d52f	ca9f2753cee6440a57033b90effa8ffccf8342da	2026-04-08T20:59:54+09:00	docs(readme): record measured performance baseline	cada6537bb3bb19b6ca1541d51d664584f6c9f6f	diagnostic-codex-5.6-red,pre-risk-v1	b91c8f489acd76508ca15d4bde994b424b7f78ab	aff43752e7934ea53a24c232c4119540a3dd0e92	480c863e16a4a370df026dc9527c70e31b5e04b1	2026-04-04T13:20:53+09:00	docs(readme): document measured risk performance	1999b51b285e18a742616283cd66b72ff45d74e1	stable_patch_id	delete_legacy_duplicate_map_to_canonical_main	stable_patch_id_matches_main:c939550053ca3cb6a8762d4dcfcb68e8bf0b9772
d1e4cad57c615b8769d5b3efa27d57f8d5aa4c6f	27e7aee44ba65491428ebed719e34dc730c64b45	7a90493bbc4e003d58d551bcab0521c5ea2231fe	2026-04-09T14:59:09+09:00	fix(config): widen risk redis timeouts to survive cold-start connection init	3d1fb9858e808c62b04597866b93f2d550f5dc5d	diagnostic-codex-5.6-red,pre-risk-v1	102a48a25c3896a715c91a1b91b10c33d95ab254	b91c8f489acd76508ca15d4bde994b424b7f78ab	91e98aeafa8224bac3f4b6bacd735a3ce1da7e4d	2026-04-04T14:05:19+09:00	fix(config): separate Redis connection and command timeouts	3d1fb9858e808c62b04597866b93f2d550f5dc5d	stable_patch_id	delete_legacy_duplicate_map_to_canonical_main	stable_patch_id_matches_main:015cdfeef7ff4d04c254e77affb1c7f0d73c229b
271a1863ac8ea509cf56122c812e01c84e218c13	d1e4cad57c615b8769d5b3efa27d57f8d5aa4c6f	f14595d0b4de8eda4968f409b739d8d6ed1ae1d6	2026-04-13T09:46:58+09:00	docs(notes): publish study notes, reflections, and READMEs	6b651b0d73bf488a6ee989ac3dfbd5e273d998df	pre-risk-v1							no_canonical_source_responsibility	delete_legacy_unique_unadvertised_graph	preserved_only_in_verified_source_rollback_bundle_until_fresh_clone_green
e70809775c43de5b0c1454aa1ffb93d5e209e92d	271a1863ac8ea509cf56122c812e01c84e218c13	92ae06ba59c70de3f34d2d3741b5e2e36efcbe82	2026-04-13T15:58:27+09:00	docs(commits): publish per-commit answer keys	194b39cb206be2a3546ef67e3593584a572085e4	pre-risk-v1							no_canonical_source_responsibility	delete_legacy_unique_unadvertised_graph	preserved_only_in_verified_source_rollback_bundle_until_fresh_clone_green
827d0341a88303eced23a619c5d2cb806a7aa747	e70809775c43de5b0c1454aa1ffb93d5e209e92d	2d0141e172f203b8db386cc7796f03f05aab8061	2026-04-13T20:27:13+09:00	docs(practice): publish derived practice sheets	9fcffaf528261856b5deb6aa2101485860c84669	pre-risk-v1							no_canonical_source_responsibility	delete_legacy_unique_unadvertised_graph	preserved_only_in_verified_source_rollback_bundle_until_fresh_clone_green
cc640f45a60e8834910424aff874b6f051d6670d	827d0341a88303eced23a619c5d2cb806a7aa747	d4939cade6d84061fdd76e48c50f0afc26f8f112	2026-04-13T20:48:36+09:00	docs(commits): refresh stale diff-checkpoint commit hashes	b803f8720d36d9f40a3a94c644ba76e669242a32	pre-risk-v1							no_canonical_source_responsibility	delete_legacy_unique_unadvertised_graph	preserved_only_in_verified_source_rollback_bundle_until_fresh_clone_green
0296a8b8ba586d5e2ede4b24747f3d16f9f84b5b	cc640f45a60e8834910424aff874b6f051d6670d	1e0f429da324f0569074aadad5bf6fe5dc6f8893	2026-04-14T10:22:51+09:00	docs(practice): re-derive leaked TODOs to intent	af95d5c3b8c6762d5ebe67139a7eaeddbaba3e01	pre-risk-v1							no_canonical_source_responsibility	delete_legacy_unique_unadvertised_graph	preserved_only_in_verified_source_rollback_bundle_until_fresh_clone_green
68facdb2687be11b7c95344b2f65872188e96402	0296a8b8ba586d5e2ede4b24747f3d16f9f84b5b	08786d2861839e043e3ee75f7b3657240a34968a	2026-06-11T09:02:21+09:00	docs(commits): restore exact log strings in event publisher key	0e2e4a81e84a38f297a1a72bf530a831a4a0393f	pre-risk-v1							no_canonical_source_responsibility	delete_legacy_unique_unadvertised_graph	preserved_only_in_verified_source_rollback_bundle_until_fresh_clone_green
a2dc88f4c3a949cbae4e3067489fe553a3284569	68facdb2687be11b7c95344b2f65872188e96402	88962092bdebdbfb4459e1066179114162ed4925	2026-06-11T09:05:47+09:00	docs(practice): fix stale cumulative test count	33b0b6972e3e5316cf3440fcf4b1c407d4ccbca5	pre-risk-v1							no_canonical_source_responsibility	delete_legacy_unique_unadvertised_graph	preserved_only_in_verified_source_rollback_bundle_until_fresh_clone_green
5d8fc1d15c448bef1a8c7518f0445fc6d8768c5d	a2dc88f4c3a949cbae4e3067489fe553a3284569	3ece25d94df4b719231cd7672648a9e2f614de99	2026-06-11T09:08:13+09:00	docs(commits): add known source defect section to event wiring key	0bce1aa8192e39ab913fcad61091ed7e34a3ecc5	pre-risk-v1							no_canonical_source_responsibility	delete_legacy_unique_unadvertised_graph	preserved_only_in_verified_source_rollback_bundle_until_fresh_clone_green
48452718e108c4734892798a97d50db4907defb3	5d8fc1d15c448bef1a8c7518f0445fc6d8768c5d	c1d7a048aa22bc07dcc8cb5c8465487b1f41160b	2026-06-11T09:18:41+09:00	fix(event): align bet-placed topic with upstream publisher	3f798a960d753fac1355a58f7608bb08356cd045	pre-risk-v1	85eaca279c73e1ee7f1ebec9ab6c4656bc0deb54	102a48a25c3896a715c91a1b91b10c33d95ab254	c054d017aef30121d0e501863c32209390156067	2026-04-04T14:50:44+09:00	fix(event): align the placed-bet topic with the publisher	3f798a960d753fac1355a58f7608bb08356cd045	stable_patch_id	delete_legacy_duplicate_map_to_canonical_main	stable_patch_id_matches_main:3d0624ce31e01071262476918dbf98ad9fdad0ce
761ac375f534efa0b40f8de0819449e65d3e2fbb	48452718e108c4734892798a97d50db4907defb3	f5377d24aa853756a24a16c53f8ade2d036f49bc	2026-06-11T09:34:17+09:00	docs(commits): document phase 2 topic alignment fix	07d0ae6863424d3b38847f95ef535603f06ea053	pre-risk-v1							no_canonical_source_responsibility	delete_legacy_unique_unadvertised_graph	preserved_only_in_verified_source_rollback_bundle_until_fresh_clone_green
32af23ef76a9bc3356e5046dc25c80d030ecc2b4	761ac375f534efa0b40f8de0819449e65d3e2fbb	55ec2ce6463155ca70811339b8a0e1c73cfbcebd	2026-06-11T09:36:02+09:00	docs(practice): record 012 skip rationale	a5d052e45f3cac062582cc5b6b32f483be2ef41d	pre-risk-v1							no_canonical_source_responsibility	delete_legacy_unique_unadvertised_graph	preserved_only_in_verified_source_rollback_bundle_until_fresh_clone_green
17d755aecc453d0716fe046b5527a0289bd048ad	32af23ef76a9bc3356e5046dc25c80d030ecc2b4	55fe13b09446b746ab05bbf15562f5250ff34c97	2026-06-11T11:31:46+09:00	docs(commits): remap hashes after history normalization	2ab8a416f390d962cfb44898b25c6f187d22f84d	pre-risk-v1							no_canonical_source_responsibility	delete_legacy_unique_unadvertised_graph	preserved_only_in_verified_source_rollback_bundle_until_fresh_clone_green
db45a5611a2ac4554a78adbed759500af30d85c7	17d755aecc453d0716fe046b5527a0289bd048ad	72552e0c65402fa2e7bbbb0572a6dee185ccfba2	2026-06-14T13:07:39+09:00	docs(readme): link system design and de-link cross-repo refs	13e24c2706a90c44cb49ca893ba2da25f6bc0146	pre-risk-v1							no_canonical_source_responsibility	delete_legacy_unique_unadvertised_graph	preserved_only_in_verified_source_rollback_bundle_until_fresh_clone_green
4173cdcb3389e7a197356a6494b4871014b2bd87	d1e4cad57c615b8769d5b3efa27d57f8d5aa4c6f	f14595d0b4de8eda4968f409b739d8d6ed1ae1d6	2026-04-13T09:46:58+09:00	docs(notes): consolidate risk study materials	6b651b0d73bf488a6ee989ac3dfbd5e273d998df	diagnostic-codex-5.6-red							no_canonical_source_responsibility	delete_legacy_unique_unadvertised_graph	preserved_only_in_verified_source_rollback_bundle_until_fresh_clone_green
9fdb450be02835f8961d3f0531df1fad2389b66a	4173cdcb3389e7a197356a6494b4871014b2bd87	8e827a6c11159b9c5a99f819f8b90dd00dee94b6	2026-06-11T09:02:21+09:00	docs(commits): consolidate risk answer keys	3f432688378761bcc18d5f65de88cd8604fc5de6	diagnostic-codex-5.6-red							no_canonical_source_responsibility	delete_legacy_unique_unadvertised_graph	preserved_only_in_verified_source_rollback_bundle_until_fresh_clone_green
26fa914c974b4295fd777605044c650ab5c9c070	9fdb450be02835f8961d3f0531df1fad2389b66a	3ece25d94df4b719231cd7672648a9e2f614de99	2026-06-11T09:05:47+09:00	docs(practice): consolidate risk exercises	23e2c988bc66f6d5f2da45c3272ce47bd70a4b5c	diagnostic-codex-5.6-red							no_canonical_source_responsibility	delete_legacy_unique_unadvertised_graph	preserved_only_in_verified_source_rollback_bundle_until_fresh_clone_green
a26bbf08162f8a25076683c3c373cc3b6b5d626f	26fa914c974b4295fd777605044c650ab5c9c070	c1d7a048aa22bc07dcc8cb5c8465487b1f41160b	2026-06-11T09:18:41+09:00	fix(event): align bet-placed topic with upstream publisher	3f798a960d753fac1355a58f7608bb08356cd045	diagnostic-codex-5.6-red	85eaca279c73e1ee7f1ebec9ab6c4656bc0deb54	102a48a25c3896a715c91a1b91b10c33d95ab254	c054d017aef30121d0e501863c32209390156067	2026-04-04T14:50:44+09:00	fix(event): align the placed-bet topic with the publisher	3f798a960d753fac1355a58f7608bb08356cd045	stable_patch_id	delete_legacy_duplicate_map_to_canonical_main	stable_patch_id_matches_main:3d0624ce31e01071262476918dbf98ad9fdad0ce
bf7de942dcf66a61eecd6478a00b79ecd642979f	a26bbf08162f8a25076683c3c373cc3b6b5d626f	4e887b1f3b0328d380d8b864e36255223a62f6bf	2026-06-11T09:34:17+09:00	docs(commits): document risk topic alignment	617058002848f51b26e6fe898da1a80c1dde25cf	diagnostic-codex-5.6-red							no_canonical_source_responsibility	delete_legacy_unique_unadvertised_graph	preserved_only_in_verified_source_rollback_bundle_until_fresh_clone_green
c96eb3d2e0d4beeb8ce1b75a85f20e2ff3e2a440	bf7de942dcf66a61eecd6478a00b79ecd642979f	55fe13b09446b746ab05bbf15562f5250ff34c97	2026-06-11T09:36:02+09:00	docs(practice): record risk phase-2 rationale	a5d052e45f3cac062582cc5b6b32f483be2ef41d	diagnostic-codex-5.6-red							no_canonical_source_responsibility	delete_legacy_unique_unadvertised_graph	preserved_only_in_verified_source_rollback_bundle_until_fresh_clone_green
0ee518f9c991fa09a66e3d38fb67e14eca470a53	c96eb3d2e0d4beeb8ce1b75a85f20e2ff3e2a440	72552e0c65402fa2e7bbbb0572a6dee185ccfba2	2026-06-14T13:07:39+09:00	docs(readme): link system design and de-link cross-repo refs	13e24c2706a90c44cb49ca893ba2da25f6bc0146	diagnostic-codex-5.6-red							no_canonical_source_responsibility	delete_legacy_unique_unadvertised_graph	preserved_only_in_verified_source_rollback_bundle_until_fresh_clone_green
4c9fec63b972bf275822953328fc0480bb339525	0ee518f9c991fa09a66e3d38fb67e14eca470a53	9c9dc119e3cfb8d00b2d587ab8a0eaa4dbc5e30d	2026-07-11T10:32:51+09:00	build(risk): align shared protocol version	f13dba6ea008b105899f1663cdab457b22d24b0f	diagnostic-codex-5.6-red							no_canonical_source_responsibility	delete_legacy_unique_unadvertised_graph	preserved_only_in_verified_source_rollback_bundle_until_fresh_clone_green
821b423f876a0e78eee930c72e6a878fafc35563	4c9fec63b972bf275822953328fc0480bb339525	c83f96b8694116288bfa4d2c1c735ec85db085a1	2026-07-11T11:15:24+09:00	test(load): add repeatable risk performance gate	a0f38e0ffe22b574d0161586d44334d6040a97b9	diagnostic-codex-5.6-red							no_canonical_source_responsibility	delete_legacy_unique_unadvertised_graph	preserved_only_in_verified_source_rollback_bundle_until_fresh_clone_green
eca275e3de27222ee774b61c55d07c955a11694d	821b423f876a0e78eee930c72e6a878fafc35563	f1e3197ea2f23f4caf1cf942c40214c741db8df7	2026-07-11T13:02:19+09:00	docs(load): record repeatable risk gate evidence	492a3f23e6e34e669421448834b89b66d985fe2d	diagnostic-codex-5.6-red							no_canonical_source_responsibility	delete_legacy_unique_unadvertised_graph	preserved_only_in_verified_source_rollback_bundle_until_fresh_clone_green
f6337e58aba35b1a7eb980e5b3c146c15e3203de		a1cef43a8cf57759af03afe5f9e532699c39ce8c	2026-04-02T10:32:15+09:00	chore(project): initialize the risk service	6e201c3fab93de9df5c0cae54b4f396d76e19fe6	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	005a7391b814e03196e7d50e442abf8831d9089a		1103ace7e8829c7084f76078f68414919150e133	2026-04-02T10:32:15+09:00	chore(project): initialize the risk service	ecf7105d53a7bc923b9f59148fc8e10c337c9ba8	direct_main_replay	metadata_replay_with_reachable_provenance_sanitization	valid_historical_timestamp_preserved;first_parent_responsibility_order_preserved
433d240b5be76501ec7bd776456cf48e32139aff	f6337e58aba35b1a7eb980e5b3c146c15e3203de	092c2036959e2f6b24aca960c15169090c599116	2026-04-02T11:01:50+09:00	feat(policy): bind risk policies from configuration	ef5d5da53f9be18ee9b18dee81de5cd81ba1239e	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	428250bc761023273fe58ade82a50dcff6562c0d	005a7391b814e03196e7d50e442abf8831d9089a	7db185960675f6d679ac0ad3525a205532a63aee	2026-04-02T11:01:50+09:00	feat(policy): bind risk policies from configuration	ef5d5da53f9be18ee9b18dee81de5cd81ba1239e	direct_main_replay	metadata_replay_with_reachable_provenance_sanitization	valid_historical_timestamp_preserved;first_parent_responsibility_order_preserved
51c5aeaf41272581b16485d16fc02b2d0c9acf44	433d240b5be76501ec7bd776456cf48e32139aff	fe1ecd03216fdee14c4cdd826f678b3d4b3a57d3	2026-04-03T11:56:09+09:00	chore(project): ignore local session artifacts	55c2e699dbee39bc552b2e1ce0ace2bac94eae27	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2							direct_main_replay	exclude_source_provenance_only	local_tool_ignore_rule_removed_from_all_reachable_trees
377bbc8e5158d77e3b16a817254b9c2eb19ad9e0	51c5aeaf41272581b16485d16fc02b2d0c9acf44	05770dac10e4105234d2cc557cd049ea6dd1071f	2026-04-03T12:26:33+09:00	feat(counter): add atomic sliding-window counters	1d2ec2bd58254765a4c6ccd02a720335c1f604e7	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	0378a751ac27e64657e6ca292d2fd0f07fd95c45	428250bc761023273fe58ade82a50dcff6562c0d	e679a2704cebc8ad88fc222a0340914b463f0a9d	2026-04-03T12:26:33+09:00	feat(counter): add atomic sliding-window counters	1d2ec2bd58254765a4c6ccd02a720335c1f604e7	direct_main_replay	metadata_replay_with_reachable_provenance_sanitization	valid_historical_timestamp_preserved;first_parent_responsibility_order_preserved
ecd71f0e43fa132effea83852f1267917d6794e9	377bbc8e5158d77e3b16a817254b9c2eb19ad9e0	8130fd0629b160ffe173fb65f733b808069c8f67	2026-04-06T10:32:45+09:00	feat(limit): resolve scoped risk overrides	bcdf8468ffc023a8b2d3095f23eb58508e532f78	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	5e0450449bdcc2373ba5bebd6bde4d0aeb0e1ba7	0378a751ac27e64657e6ca292d2fd0f07fd95c45	f0ce3986ff7efff54abf425490144509a6fef48a	2026-04-04T09:10:18+09:00	feat(limit): resolve scoped risk overrides	bcdf8468ffc023a8b2d3095f23eb58508e532f78	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
140142456bdcb8422d15336d1149341b75257f99	ecd71f0e43fa132effea83852f1267917d6794e9	44e8974bba3bbc336b9ef27572e142405710c26b	2026-04-06T10:36:02+09:00	feat(pattern): evaluate suspicious betting patterns	fb81f45d0c13d7679eca29f22baad2ab596f9095	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	64e3da8d045851b953c68778474d30ef3ca63ba2	5e0450449bdcc2373ba5bebd6bde4d0aeb0e1ba7	41a75746b3e6fe8587196bded961224bfaa5f1fd	2026-04-04T09:45:27+09:00	feat(pattern): evaluate suspicious betting patterns	fb81f45d0c13d7679eca29f22baad2ab596f9095	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
10ae0c29fa5f9a696b7d86fa7c046de691f544a9	140142456bdcb8422d15336d1149341b75257f99	f0cbace45e9ab56dbb30681faac48803f92dcece	2026-04-07T12:50:09+09:00	feat(api): expose internal risk checks and limit controls	ee83b95d9daf0bf09100ad446e9f2fbd8f83ab72	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	2d4c56235201da3e5466a18ce8d8764246f33a2e	64e3da8d045851b953c68778474d30ef3ca63ba2	a58de474807f6da2fefdada51ddb9a5c4040c43d	2026-04-04T10:20:41+09:00	feat(api): expose internal risk checks and limit controls	ee83b95d9daf0bf09100ad446e9f2fbd8f83ab72	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
393edd219dae49e74f08fab8f88678fedbf4ed51	10ae0c29fa5f9a696b7d86fa7c046de691f544a9	749bada041a8cd6194e7bf5f65042c576b32cda3	2026-04-07T13:23:25+09:00	feat(events): consume placed bets and publish risk events	6ec60a46ea747bddc753bab2aff007286c31adc7	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	5012f3c523fa4d73270edbb0322d96cf1906b98b	2d4c56235201da3e5466a18ce8d8764246f33a2e	54051985157f86f78a2e5c7fbc072cf05cfc2de7	2026-04-04T11:05:22+09:00	feat(events): consume placed bets and publish risk events	6ec60a46ea747bddc753bab2aff007286c31adc7	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
6469726543e64c0b648e121b5ce4a9705a93af31	393edd219dae49e74f08fab8f88678fedbf4ed51	dac4c02bb4c5a002f325becaa3f71f3094a08008	2026-04-07T20:59:43+09:00	build(deps): enable Lettuce connection pooling	2a706e744a447baa23ca8ba05412a29ee1fcc854	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	c7d65c00c5418017a663a4c07bbc8efdb835c0d1	5012f3c523fa4d73270edbb0322d96cf1906b98b	30f5549a384bddbddc7beab39bdfd1756d4be26e	2026-04-04T11:50:36+09:00	build(deps): enable Lettuce connection pooling	84a62424732be89a98fed17fcc1bc2ec104d03ca	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
8d41543871a7791dbe9917d81a747c9d90839006	6469726543e64c0b648e121b5ce4a9705a93af31	59fce2fa3599b0e65225339c8ec1a262b1c22bcb	2026-04-08T14:59:23+09:00	test(load): establish risk performance baselines	e89644a5d55c6d72793e549f102cbc3a4b3d8cc8	main,diagnostic-atomic-snapshot-v1-red,pre-history-clean-risk-v1.0.2,risk-v1,risk-v1.0.1,risk-v1.0.2	aff43752e7934ea53a24c232c4119540a3dd0e92	c7d65c00c5418017a663a4c07bbc8efdb835c0d1	9b4a223d62bd50660de175e46b56779cacba6e4a	2026-04-04T12:35:14+09:00	test(load): establish risk performance baselines	62e5a6e2467f2edbb44d6609087083da6bc119b9	direct_main_replay	metadata_timestamp_replay_with_reachable_provenance_sanitization	retimed_into_approved_window;first_parent_responsibility_order_preserved
